record_id,barcode,food_name,food_name_id,brand,categories,ingredients_as_label,allergens,labels,origins,countries,packaging,quantity,serving_size,stores,manufacturing_places,energy_kj_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,source_url,source_api_url,accessed_at,source_type,license,verification_status,confidence_level,quality_flags
off-id-8997225840035,8997225840035,,,,,,,en:halal,,en:indonesia,,,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_product_name | missing_ingredients | missing_brand | missing_core_nutrition
off-id-8992907952136,8992907952136,SARI ROTI TAWAR KUPAS,,Sari Roti,,,,,,en:indonesia,,,40.0g,,,438,100,2,,17,2,3,3,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-9556166058221,9556166058221,Dutch Lady Strawberry milk,,Dutch Lady,en:dairies | en:milks-liquid-and-powder | en:milks | en:602.62,"Milk solids non fat, sucrose, milk fat, fruct ase, tricalcium phosphate, cream extract, sucralose, vitamins (A, D3, B₂) and stevia. Contains permitted flavouring substances, colouring (E129), stabiliser (E460, E407, E466) and emulsifier (E471) of plant origin.",en:milk,en:halal | en:pefc,,en:indonesia | en:malaysia,en:box,200ml,1 box (200 ml),Lotus,,,51,1.3,,7.2,6.7,,2.6,0.105,0.042,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8809260942189,8809260942189,PRETZEL,PRETZEL,SAMJIN,,,,,,en:indonesia,,85 g,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_core_nutrition | missing_labels
off-id-8993007000239,8993007000239,Indomilk Kids Chocolate UHT Milk,,Indomilk,en:beverages-and-beverages-preparations | en:beverages | en:dairies | en:dairy-drinks | en:milks-liquid-and-powder | en:milks | en:flavoured-milks | en:homogenized-milks | en:pasteurised-products | en:chocolate-milks | en:uht-milks,"_Recombined milk_(water, _skimmed milk powder_-4.2%, _milk fat_),
_Fresh milk_-30%,
sugar,
cocoa powder-0.8%,
plant origin stabilizer,
synthetic flavour,",en:milk | en:Fresh milk | en:Recombined milk | en:milk fat | en:skimmed milk powder,en:halal,en:indonesia,en:indonesia,,115ml,115ml,,,291.304347826087,69.5652173913043,2.17391304347826,1.73913043478261,10.4347826086957,9.56521739130435,0,2.60869565217391,0.0347826086956522,0.0139130434782609,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8809617944941,8809617944941,Garlic Bread Almond,,Hbaf,en:plant-based-foods-and-beverages | en:plant-based-foods | en:fruits-and-vegetables-based-foods | en:snacks | en:sweet-snacks | en:confectioneries | en:dried-products | en:fruits-based-foods | en:dried-plant-based-foods | en:dried-fruits,"HBAF TM ㅏ늘빵아몬드 GARLIC BREAD ALMOND Back Unter Schutzatmosphäre verpackt Zutaten: MANDELN 52% (USA), Crouton (Brot (WEIZEN, Emulgator. E471, E435), Satz, Helfe, MOLKE MILCH) Te E101 Zack Size 5.3% (Knoblaucharoma, Fruktose, MILCHfettpulver, Pulver mit Buttergeschmack (MILCH), verarbeitetes Satz, Samebutterpulver (MCH) Emulator E322 SBB 645 Splator: E262, E260), Verarbeitungshilfsstoff (SOJA, Säureregulator: E300), Margarine, (Antioxidationsmittel: E307, Fartstoff. E160), Zucker, Knoblaucher F SQUA PE SOJA, Kaleradrak. Mindestens haltbar bis: Siehe Rückseite. Herkunft: Südkorea. (NL) Amandelen met Knoflookbroodsmaak. Verpakt onder bescherme SOAL Puderzucks Knoblauchpule Knoblauchpulver, Trennmittel: E341, Süßungsmittel: E960, Aroma, Säureregulator: E330), dunkler Karamelsirup, ganz garantees Pand Ingredient AMACE Sten brood (TARWE, emulgator: E471; E435), zout, gist, WEI (MELK), deegontwikkelaar (stabilisator: E415; E466; E405), zuurteregelaar: 282 280 lectische p (SO antonidant E307, kleurstof. E160), suiker, knoflookpoeder, kleurstof. E101), suiker, zetmeelstroop, knoflookbroodkruiden 5,3% (knoflookaromate Emberpoeder (MELK, emulgator: E322 (SOJA)), poedersuiker, suiker, geroosterd knoflookpoeder, knoflookpoeder, antikontemiddel E3 st Earoma E area de LAIT i e re e gerende plantaardige olie (mais, SOJA), petersellepoeder, emulgator: E322 (SOJA), kruidenextract. Ten minste roubar Per Para A Conditioné sous atmosphère protectrice. Ingrédients: AMANDES 52% (USA), croûton (pain, (BLE, émulsifiant E471, 6435, ad ue ACTOSERUM LAIT). 15 64 645, corecteur d'acidité: E262; E260, auxiliaire technologique (SOJA, correcteur d'acidité: E300), margarine (antioxydant E307, corn (18), and damon, assement pour pain à fail 5,3% (arôme d'ail, fructose, poudre de matière grasse du LAIT, poudre aromatisée au beure (LAT) ESCUA sucre glace, sucre, poudre dal gile, al en poudre, antiagglomérant: E341, édulcorant: E960, arôme, correcteur d'acidité: E330), sirop de caramel fre A pesi en poudre, émulsient: ES22 (SOA), extrait d'herbes. A consommer de préférence avant le: Voir au dos. Origine: Corée du Sud (SE) and red ca MANDLAR 52% (USA), krutong (bröd, (VETE, emulgeringsmedel: E471; E435), salt, jäst VASSLE (MJÖLK), deguecare sa 555 22 E260 processiäpmedel (SOJA, surhetsreglerande medel: E300), margarin (antioxidationsmedel: E307, färgämne: E160), socker, due 5.3% visarom, fruktos, MJOLKlettpulver, pulver med smörsmak (MJOLK), bearbetat salt, gräddsmörpulver (MJOLK, emulgeringsmedel E320 nelygande mede: E341, sötningsmedel: E960, arom, surhetsreglerande medel: E330), mörk sockerkulörsirap, fulhärdad vegetabl Before: Se baksidan. Ursprung: Sydkorea. (FI) Mantelit Valkosipulileivän maulla. Pakattu suojakaasuun. Vainstar ES), suda, hive, HERA (MAITO), taikinan kehittäjä (stabilointiaine: Nährwerte / Voedingswaarde/Valeur nutritionelles/Näringsvärde Riv E262 E260, jalostuksen apuväline (SOIJA,| antioksidanti E307, väri: E160), sokeri, valkosipulijauhe. Pro/per/par/pr./na 100g NATO), käsiteltyä suola, kermavojauhe (MAITO, kuspulegamauste 5,3% (valkosipuliaromi, fruktoosi, Brennwert/Energie/Energie/Energi/Energia une se, paahdettu valkosipulijauhe, valkosipulijauhe, Fett/Vetten/Matières grasses/Felt/Rasva Be E960, aromi, happamuudensäätöaine: E330), tumma Davon gesättigte Fettsäuren/waarvan verzadigde veturen/dac mass SOJA, persijajauhe, emulgointiaine: E322 (SOIJA), varav mättat fett/josta tyydyttynyttä Auger Bled-Korea FR 207 OTHER Kohlenhydrate/Koolhydraten/Glucides/Kohydralyd Davon Zucker/waarvan suikers/dont sucres/varav sockerarter josta sokereita Eiweiss/Eiwitten/Protéines/Protein/Proteini Salz/Zout/Sel/Sat/Suola 2191 944941",en:soybeans,,,en:germany | en:indonesia,,120g,1 bag (120 g),,,1819.82,433.33,25.83,3.04,37.5,17.5,0,13.33,1.58,0.632,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8998866203531,8998866203531,Isoplus Coco 350ml,Isoplus Coco 350ml,Wings Food,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:fruit-based-foods-and-beverages | en:fruits-and-vegetables-based-foods | en:fruit-based-foods | en:plant-based-beverages | en:fruit-based-beverages | en:coconuts-and-their-products | en:coconut-waters,"Water, sugar, fructose syrup, coconut water (0.3%), acidity regulator, synthetic flavor, salt, vegetable stabilizer, potassium chloride, vegetable emulsifier (contains tocopherol antioxidant), magnesium lactate, calcium lactate, ascorbic acid",,,,en:indonesia,,350ml,175 ml,,,,28.5714285714286,0,0,6.85714285714286,6.85714285714286,0,0,0.0542857142857143,0.0217142857142857,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8992802063012,8992802063012,Fitbar multigrain fruits delight,,MultiGrain,en:plant-based-foods-and-beverages | en:plant-based-foods | en:fruits-and-vegetables-based-foods | en:snacks | en:sweet-snacks | en:fruits-based-foods | en:bars | en:dietary-supplements | en:bodybuilding-supplements | en:energy-bars | en:Rice crispies,"White Chocolate Compound Coating (Sugar, Vegetable Fat Milk Powder, Emulsiher (E322), Rice Crispy (19.7%), Oats (12%), Raisin (10.8%), Glucose Syrup Whole Wheat Flour (5.6%), Soy Puff, High Fructose Syrup, Margarine, Sucrose, Natural Sweetener Isomalt, Vegetable Humectant Glycerine, Natural Sweetener Maltitol, Quînoa Powder (1%), Inulin, Skim Mik Powder, Natural Identical Raspbery Flavor, Emulsifier Soy Lecithine, Salt, Antioxidant Tocopherol and Ascorbyl Palmitate, Calcium Carbonate, Sodium Ascorbate, Vitamin A, Vitamin B12.",en:gluten,en:halal | en:Transfat free,en:indonesia,en:indonesia,en:aluminum-foil,4,24 g,,,1693.75,375,10.4166666666667,8.33333333333333,62.5,16.6666666666667,4.16666666666667,12.5,0.364583333333333,0.145833333333333,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8998009010637,8998009010637,Ultra Milk Low Fat,,Ultra,en:dairies | en:milks-liquid-and-powder | en:milks,"Fresh Milk (92.8%), Skim Milk Powder (7%) Vegetable Stabilizer, Salt",en:milk,en:halal | en:no-preservatives,,en:indonesia,,,250 g,,,,44,1.2,0.8,5.2,4.4,0.8,3.2,0.125,0.05,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8999999000189,8999999000189,Taro Net Potato Bbq 32gr,Taro Net Potato Bbq 32gr,,id:cemilan,RH. 30,,,,en:indonesia,,1,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_brand | missing_core_nutrition | missing_labels
off-id-0183405000025,0183405000025,Calm Original (Unflavored),,Natural Vitality,,Ionic magnesium citrate (created from a highly absorbable proprietary blend of citric acid and magnesium carbonate),,en:vegetarian | en:no-gmos | en:vegan | en:non-gmo-project,,en:indonesia | en:world,,16 oz,2 teaspoons (4 g),,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_core_nutrition
off-id-8992696417922,8992696417922,Bear brand gold teh putih E-1B 140 ml,Bear brand gold teh putih E-1B 140 ml,Bear,,,,,,en:indonesia,,4,140 ml (140 ml),,,300,71.4285714285714,2.85714285714286,0.714285714285714,8.57142857142857,7.14285714285714,,2.85714285714286,0.205357142857143,0.0821428571428571,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8998866203920,8998866203920,Milku,Milku,Wings Food,en:dairies | en:milks-liquid-and-powder | en:milks,"Informasi Nilai Gizi 
Takaran Saji (1 Botol) 200 ml
—
1 Sajian per Kemasan 

JUMLAH PER SAJIAN 
Energi Total 100 kkal 
Energi dari Lemak 35 kkal Energi dari Lemak Jenuh 20 kkal %AKG* 
Lemak Total  4 g | 6%
 Kolesterol 15 mg | 4% 
Lemak Jenuh 2 g | 11% Protein 6 g | 9% 
Karbohidrat Total 11 g | 3% 
Gula 9 g
  Laktosa 9 g
  Sukrosa 0 g
Garam (Natrium) 130 mg | 6%",en:milk | id:Susu bubuk | id:Susu skim bubuk,en:halal | en:BPOM RI | en:NKV,en:indonesia,en:indonesia,,200 ml,200 ml,,"Indonesia, Pasuruan",219,52,2,1,5.5,4.5,,3,0.1625,0.065,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-4002309037219,4002309037219,Ceres choco hazelnut,Selai Coklat dengan Kacang Hazel,Ceres,id:Selai coklat,"Gula, Minyak Sawit. Minyak Rapa, Whey Bubuk, Kakao Bubuk (5%) Kacang Hazel (2%) Pengemulsi E322, Perisa Alami Vanila.",en:milk | en:nuts,en:halal,en:germany,en:indonesia,,180g,20g,,,2440,600,35,10,60,45,5,5,45,0.075,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8996001301562,8996001301562,Malkist cokelat kelapa,,Roma,en:food,,,en:halal,,en:indonesia,,19g,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_core_nutrition
off-id-0711844115057,0711844115057,ABC Kecap Asin,ABC Kecap Asin Botol 131 ml,ABC,en:condiments | en:sauces | en:soy-sauces,,,,,en:indonesia,,131ml,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_core_nutrition | missing_labels
off-id-8993200666935,8993200666935,Cimory Squeeze Original,,Cimory Squeeze Original,en:dairies | en:fermented-foods | en:desserts | en:fermented-milk-products | en:dairy-desserts | en:fermented-dairy-desserts | en:yogurts,"Water, sugar, full cream powder, skim milk powder, stabilizer (animal vegetable base), Streptococcus thermophilus Lactobacillus delbrueckii subsp. bulgaricus preservative potassium sorbate.",en:milk,,,en:indonesia,en:plastic,1,100 g,,,419,100,3,2,17,10,3,3,0.1875,0.075,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8997240601154,8997240601154,Caramel Macchiato Oat Milk,,Oatside,en:plant-based-foods-and-beverages | en:dairy-substitutes | en:milk-substitutes,,,en:fsc | en:fsc-mix,,en:indonesia,,,1 serving (200 ml),,,357,80,3,0,13,7,1,1,0.1,0.04,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients
off-id-8997240600256,8997240600256,Oat Side Full Cream,Oat Side Full Cream,Oatside,en:plant-based-foods-and-beverages | en:dairy-substitutes | en:Grain-based Beverages,"Oat M⭑Ik Ingredients: Oat Base (Water, Oat (10%)), Canola Oil, Acidity Regulator (Dipotassium Phosphate), Calcium Carbonate, Sea Salt",,,,en:indonesia,,6,1 portion (200 ml),,,,65,3,0.25,8,3,1,0.5,0.11875,0.0475,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8992775311981,8992775311981,Chocolatos,,Garuda,en:snacks | en:sweet-snacks | en:confectioneries,,,en:halal,,en:indonesia,,,6 g,,,,500,25,,66.6666666666667,33.3333333333333,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients
off-id-4250593402620,4250593402620,,,,en:beverages-and-beverages-preparations | en:beverages | en:waters | fr:Graphic paper,,,,,en:austria | en:indonesia,,,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_product_name | missing_ingredients | missing_brand | missing_core_nutrition | missing_labels
off-id-8997225840028,8997225840028,Aoka bread (chocolate,,,,,,en:halal,,en:indonesia,,,65.0g,,,,250,10,6,35,12,,5,0.525,0.21,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_brand
off-id-0089686605037,0089686605037,makanan,,Jets coklat,id:cemilan,"energi = 40kkal
per takaran saji = 18g",,en:halal,,en:indonesia,,,18 g,,,,,22.2222222222222,11.1111111111111,66.6666666666667,27.7777777777778,,,0.388888888888889,0.155555555555556,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8992696525054,8992696525054,Susu Dancow Vanilla,Dancow Fortigro Susu Bubuk Instan Putih 26g,Dancow Nestle,,,,,,en:indonesia,,26g,1 sachet (26 g),,,1888.46153846154,461.538461538462,19.2307692307692,13.4615384615385,50,42.3076923076923,0,19.2307692307692,0.865384615384615,0.346153846153846,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8996001526224,8996001526224,WOW Spaghetti Carbonara,Wow Spageti Instan Carbonara 80 g,mayora,,,,,,en:indonesia,,88gr,1 portion (80 g),,,1712.5,400,11.25,7.5,63.75,8.75,,12.5,1.303125,0.52125,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8995227500261,8995227500261,Larutan Penyegar,,Cap Kaki Tiga,,"Each 500 ml contains: Gypsum Fibrosum Calcitum 450 mg,
Calcium 225 mg,
Water up to 500 ml.",,,,en:indonesia,,500ml,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_core_nutrition | missing_labels
off-id-8934804044415,8934804044415,Instant Coffee Strong Black,,Nescafé,en:càe,,,,,en:indonesia,,,1 portion (16 g),,,1508.75,350,0,,75,68.75,,13.75,1,0.4,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8998866202626,8998866202626,Top Coffee Palm sugar,Kopi Top Gula Aren,Top Coffee,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:beverage-preparations | en:coffees | en:instant-beverages | en:coffee-drinks | en:instant-coffees,"Komposisig Gula, Krimer Nabati, Kopi Bubuk Instan (9,6%) Susu Skim Bubuk, Perisa Sintetik, Garam, Pemanis Buatan (Asesulfam K, Sukralosa) Mengandung alergen lihat daftar bahan yang dicetak tebal",en:milk,en:halal,en:indonesia,en:indonesia,,22g,22g,,,1888.63636363636,454.545454545455,11.3636363636364,11.3636363636364,81.8181818181818,63.6363636363636,0,4.54545454545455,0.159090909090909,0.0636363636363636,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8996001601051,8996001601051,Collagena,Collagena,,en:beverages-and-beverages-preparations | en:beverages,"Susu Sapi Rekombinasi (53,26%), Air, Kolagen Sapi, Pengemulsi Nabati, Penstabil Nabati, Vitamin A",,en:halal,,en:indonesia,,189ml,189 ml,,,,68.7830687830688,3.17460317460317,2.11640211640212,5.82010582010582,4.23280423280423,1.05820105820106,4.23280423280423,0.105820105820106,0.0423280423280423,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_brand
off-id-8997003110176,8997003110176,,,,en:snacks | en:sweet-snacks | en:confectioneries,,,,,en:indonesia,,,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_product_name | missing_ingredients | missing_brand | missing_core_nutrition | missing_labels
off-id-8995899215159,8995899215159,BonCabe level 50 Max End,BonCabe level 50 Max End,"Boncabe, Kobe",en:plant-based-foods-and-beverages | en:plant-based-foods | en:condiments | en:herbs-and-spices | en:spices | en:chili-peppers | en:chili-flakes | id:Cabai,"Cabai Kering 54.42%, Garam, Bawang Merah Goreng, Ekstrak Cabai 5.3%, Penguat Rasa (E621), Minyak Nabati, Perisa Alami, Penguat Rasa (E631, E627).",,en:halal,en:indonesia,en:indonesia,,30 gram,1.8 gram,Astro Indonesia,"Indonesia, Tangerang",,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_core_nutrition
off-id-8996001350522,8996001350522,wafer dengan krim cokelat,wafer dengan krim cokelat,,en:snacks,lemak total,,en:halal,,en:indonesia,,17 g,17,,,,90,,2.5,11,3,,1,45,18,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_brand
off-id-0711844130128,0711844130128,ABC Saus Tomat 275ml,,ABC,,,,,,en:indonesia,,,1 portion (15 ml),,,,166.666666666667,0,0,40,33.3333333333333,,0,4.16666666666667,1.66666666666667,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8992903113203,8992903113203,Sambal Asli Cap Ibu Jari Jempol,Sambal Asli Cap Ibu Jari Jempol,Cap Ibu Jari Jempol,en:condiments | en:sauces | en:hot-sauces | en:sambal,,,en:halal,en:indonesia,en:indonesia,,320ml,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_core_nutrition
off-id-8997226414020,8997226414020,mozA,Emina Mozza Cheese Slice,Emina,en:dairies | en:fermented-foods | en:fermented-milk-products | en:cheeses | en:cheese-preparations | en:processed-cheeses | en:processed-cheese-in-slices,"KEJU MOZZARELLA (38.3%), AIR, MINYAK NABATI, KEJU CHEDDAR (11%), PENSTABIL NABATI, GARAM, MALTODEKSTRIN, PENGEMULSI (GARAM FOSFAT, MONOGLISERIDA), PASTA KEJU (0.5%), PENGATUR KEASAMAN ASAM LAKTAT, EKSTRAK RAGI, PENGAWET (KALIUM SORBAT, NISIN), VITAMIN D (MENGANDUNG ANTIOKSIDAN TOKOFEROL)",,en:halal | en:Halal Indonesia,en:indonesia,en:indonesia,,"75gr ,5 lembar",15g,,,0,333.333333333333,26.6666666666667,16.6666666666667,13.3333333333333,0,6.66666666666667,13.3333333333333,0,0,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8888166989832,8888166989832,Genji Soft Pie biscuits,,,en:snacks,"Wheat Flour, Margarine (Contain Antioxidant BHA and Natural Colour Beta Carotene Cl. 75130), Baker's Fat (Contain Antioxidant BHA), Sugar, Salt, Strawberry Powder (0.51%), Thickener Pectin, Acidity Regulator Citric Acid, Artificial Strawberry Flavour, Synthetic Colour Ponceau 4R CI. 16255, Preservative Sorbic Acid. Contain allergen, see ingredients in bold. Manufactured on equipment that also processes products containing Egg and Cheese.",en:gluten | en:milk,en:halal,,en:indonesia,,85 g,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_brand | missing_core_nutrition
off-id-8992761131012,8992761131012,Coca Cola Zero,Coca Cola Zero,Coca cola,en:beverages-and-beverages-preparations | en:beverages | en:non-alcoholic-beverages | en:carbonated-drinks | en:soft-drinks | en:artificially-sweetened-beverages | en:sodas | en:diet-beverages | en:colas | en:diet-sodas,"AIR BERKARBONAS, KARAMEL PEWARNA ALAMI (KELAS IV), PENGATUR KEASAMAN (ASAM FOSFAT, TRINATRUM SITRAT), PEMANIS BUATAN (SUKRALOSA, ASESULFAM-K), PENGAWET (NATRIUM BENZOAT), KONSENTRAT KOLA, KAFEIN.",,,,en:indonesia,,1l,250ml,,,0,0,0,0,0,0,0,0,0.008,0.0032,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
