Food Code,Food Name,Group,Number,Type,accessed_at,confidence_level,record_id,source_type,source_url,verification_status
DR111,"Madura cucumber, fresh",Vegetables,572,Raw,2026-09-15T06:22:31.316846+00:00,high,panganku-ifct-572,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR085,"Maize, unripe, fresh",Vegetables,573,Raw,2026-09-15T06:22:31.316849+00:00,high,panganku-ifct-573,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER003,"Malang apple, fresh",Fruits,574,Raw,2026-09-15T06:22:31.316852+00:00,high,panganku-ifct-574,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER033,"Malay apple, fresh",Fruits,575,Raw,2026-09-15T06:22:31.316855+00:00,high,panganku-ifct-575,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR034,"Malay combtail, fresh",Fish and Other Seafood,576,Raw,2026-09-15T06:22:31.316858+00:00,high,panganku-ifct-576,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR009,"Maleo egg, fresh",Eggs,577,Raw,2026-09-15T06:22:31.316861+00:00,high,panganku-ifct-577,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER062,"Manalagi mango, fresh",Fruits,578,Raw,2026-09-15T06:22:31.316864+00:00,high,panganku-ifct-578,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP080,Manan samin,Cereals,579,Processed/Products,2026-09-15T06:22:31.316867+00:00,high,panganku-ifct-579,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER037,Mandarin orange,Fruits,580,Raw,2026-09-15T06:22:31.316870+00:00,high,panganku-ifct-580,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER054,"Mango, fresh",Fruits,581,Raw,2026-09-15T06:22:31.316873+00:00,high,panganku-ifct-581,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER064,"Mangosteen, fresh",Fruits,582,Raw,2026-09-15T06:22:31.316876+00:00,high,panganku-ifct-582,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR051,"Mangrove clam, fresh",Fish and Other Seafood,583,Raw,2026-09-15T06:22:31.316879+00:00,high,panganku-ifct-583,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER050,"Manila tamarind, fresh",Fruits,584,Raw,2026-09-15T06:22:31.316882+00:00,high,panganku-ifct-584,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KP001,Margarine,Fat and Oil,585,Processed/Products,2026-09-15T06:22:31.316885+00:00,high,panganku-ifct-585,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP011,Markisa squash,Convectionery,586,Processed/Products,2026-09-15T06:22:31.316889+00:00,high,panganku-ifct-586,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP012,"Markisa squash, BD",Convectionery,587,Processed/Products,2026-09-15T06:22:31.316892+00:00,high,panganku-ifct-587,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR002,"Maroon clownfish, fresh",Fish and Other Seafood,588,Raw,2026-09-15T06:22:31.316895+00:00,high,panganku-ifct-588,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER085,"Mas bali ampenan banana, fresh",Fruits,589,Raw,2026-09-15T06:22:31.316898+00:00,high,panganku-ifct-589,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER086,"Mas bali kopang banana, fresh",Fruits,590,Raw,2026-09-15T06:22:31.316901+00:00,high,panganku-ifct-590,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP083,Masekat,Cereals,591,Processed/Products,2026-09-15T06:22:31.316904+00:00,high,panganku-ifct-591,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER066,"Matoa, fresh",Fruits,592,Raw,2026-09-15T06:22:31.316907+00:00,high,panganku-ifct-592,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP028,"Mbok Berek Fried chicken, breast",Meat and Poultry,593,Processed/Products,2026-09-15T06:22:31.316910+00:00,high,panganku-ifct-593,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR096,"Mecca bean, peas, fresh",Vegetables,594,Raw,2026-09-15T06:22:31.316913+00:00,high,panganku-ifct-594,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP048,"Melinjo, emping, thick, fried, savory",Grains and Legumes,595,Processed/Products,2026-09-15T06:22:31.316916+00:00,high,panganku-ifct-595,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP047,"Melinjo, emping, thick, fried, sweet",Grains and Legumes,596,Processed/Products,2026-09-15T06:22:31.316919+00:00,high,panganku-ifct-596,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP049,"Melinjo, emping, thin, fried",Grains and Legumes,597,Processed/Products,2026-09-15T06:22:31.316922+00:00,high,panganku-ifct-597,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER067,"Melon, fresh",Fruits,598,Raw,2026-09-15T06:22:31.316925+00:00,high,panganku-ifct-598,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP008,"Menjangan, meat, jerked meat, raw",Meat and Poultry,599,Processed/Products,2026-09-15T06:22:31.316928+00:00,high,panganku-ifct-599,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER068,"Menteng, fresh",Fruits,600,Raw,2026-09-15T06:22:31.316931+00:00,high,panganku-ifct-600,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR017,"Mexican mint, fresh",Vegetables,601,Raw,2026-09-15T06:22:31.316934+00:00,high,panganku-ifct-601,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP084,"Mie aceh, boiled",Cereals,602,Processed/Products,2026-09-15T06:22:31.316937+00:00,high,panganku-ifct-602,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP085,Mie ayam,Cereals,603,Processed/Products,2026-09-15T06:22:31.316940+00:00,high,panganku-ifct-603,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP086,Mie bakso,Cereals,604,Processed/Products,2026-09-15T06:22:31.316943+00:00,high,panganku-ifct-604,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP087,Mie celon,Cereals,605,Processed/Products,2026-09-15T06:22:31.316946+00:00,high,panganku-ifct-605,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP088,"Mie pangsit, wet",Cereals,606,Processed/Products,2026-09-15T06:22:31.316949+00:00,high,panganku-ifct-606,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP003,"Milk chocolate, bar",Convectionery,607,Processed/Products,2026-09-15T06:22:31.316952+00:00,high,panganku-ifct-607,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR004,"Milkfish, fresh",Fish and Other Seafood,608,Raw,2026-09-15T06:22:31.316955+00:00,high,panganku-ifct-608,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR020,"Millet, raw",Cereals,609,Raw,2026-09-15T06:22:31.316958+00:00,high,panganku-ifct-609,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP023,Misua,Cereals,610,Processed/Products,2026-09-15T06:22:31.316961+00:00,high,panganku-ifct-610,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP068,Mocaf (Modified cassava flour),Starchy Roots & Tubers,611,Processed/Products,2026-09-15T06:22:31.316964+00:00,high,panganku-ifct-611,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP074,"Model, dish",Fish and Other Seafood,612,Processed/Products,2026-09-15T06:22:31.316968+00:00,high,panganku-ifct-612,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP013,Molasses,Convectionery,613,Processed/Products,2026-09-15T06:22:31.316971+00:00,high,panganku-ifct-613,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP050,Moon tofu,Grains and Legumes,614,Processed/Products,2026-09-15T06:22:31.316974+00:00,high,panganku-ifct-614,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR011,Moringa fruit,Vegetables,615,Raw,2026-09-15T06:22:31.316977+00:00,high,panganku-ifct-615,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP006,"Moringa leaves, boiled",Vegetables,616,Processed/Products,2026-09-15T06:22:31.316980+00:00,high,panganku-ifct-616,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR038,"Moringa leaves, fresh",Vegetables,617,Raw,2026-09-15T06:22:31.316983+00:00,high,panganku-ifct-617,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP005,"Mungbean, boiled",Grains and Legumes,618,Processed/Products,2026-09-15T06:22:31.316988+00:00,high,panganku-ifct-618,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP015,"Mungbean, dregs",Grains and Legumes,619,Processed/Products,2026-09-15T06:22:31.316993+00:00,high,panganku-ifct-619,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR014,"Mungbean, dried",Grains and Legumes,620,Raw,2026-09-15T06:22:31.316998+00:00,high,panganku-ifct-620,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR012,"Mungbean, variant bakti, dried",Grains and Legumes,621,Raw,2026-09-15T06:22:31.317004+00:00,high,panganku-ifct-621,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR013,"Mungbean, variant siwalik, dried",Grains and Legumes,622,Raw,2026-09-15T06:22:31.317009+00:00,high,panganku-ifct-622,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR129,Mustard Greens,Vegetables,623,Raw,2026-09-15T06:22:31.317014+00:00,high,panganku-ifct-623,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR144,"Mustard greens, fresh",Vegetables,624,Raw,2026-09-15T06:22:31.317019+00:00,high,panganku-ifct-624,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR141,"Mustard greens, fresh",Vegetables,625,Raw,2026-09-15T06:22:31.317024+00:00,high,panganku-ifct-625,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP056,"Naan maran cow, dish",Meat and Poultry,626,Processed/Products,2026-09-15T06:22:31.317029+00:00,high,panganku-ifct-626,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR142,"Napa cabbage, fresh",Vegetables,627,Raw,2026-09-15T06:22:31.317034+00:00,high,panganku-ifct-627,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP089,Nasi gemuk,Cereals,628,Processed/Products,2026-09-15T06:22:31.317040+00:00,high,panganku-ifct-628,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP090,Nasi gurih,Cereals,629,Processed/Products,2026-09-15T06:22:31.317045+00:00,high,panganku-ifct-629,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP091,Nasi minyak,Cereals,630,Processed/Products,2026-09-15T06:22:31.317051+00:00,high,panganku-ifct-630,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP092,Nasi rames,Cereals,631,Processed/Products,2026-09-15T06:22:31.317056+00:00,high,panganku-ifct-631,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP057,"Nasu likku, dish",Meat and Poultry,632,Processed/Products,2026-09-15T06:22:31.317062+00:00,high,panganku-ifct-632,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR057,"Nasu metti fish, fresh",Fish and Other Seafood,633,Raw,2026-09-15T06:22:31.317067+00:00,high,panganku-ifct-633,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR057,"Ndusuk leaves, fresh",Vegetables,634,Raw,2026-09-15T06:22:31.317074+00:00,high,panganku-ifct-634,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP052,Ndusuk soup,Vegetables,635,Processed/Products,2026-09-15T06:22:31.317078+00:00,high,panganku-ifct-635,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR029,"Neddlefish, fresh",Fish and Other Seafood,636,Raw,2026-09-15T06:22:31.317084+00:00,high,panganku-ifct-636,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP050,"Noodle, bendo",Starchy Roots & Tubers,637,Processed/Products,2026-09-15T06:22:31.317089+00:00,high,panganku-ifct-637,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP022,"Noodle, dried",Cereals,638,Processed/Products,2026-09-15T06:22:31.317095+00:00,high,panganku-ifct-638,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP049,"Noodle, golosor",Starchy Roots & Tubers,639,Processed/Products,2026-09-15T06:22:31.317100+00:00,high,panganku-ifct-639,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP051,"Noodle, sago",Starchy Roots & Tubers,640,Processed/Products,2026-09-15T06:22:31.317106+00:00,high,panganku-ifct-640,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP021,"Noodle, wet",Cereals,641,Processed/Products,2026-09-15T06:22:31.317112+00:00,high,panganku-ifct-641,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP093,Nopia special,Cereals,642,Processed/Products,2026-09-15T06:22:31.317117+00:00,high,panganku-ifct-642,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER072,"Nutmeg, meat, fresh",Fruits,643,Raw,2026-09-15T06:22:31.317122+00:00,high,panganku-ifct-643,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR024,"Nutmeg, seed, dried",Herbs and Spices,644,Raw,2026-09-15T06:22:31.317129+00:00,high,panganku-ifct-644,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP087,"Octopus saboko, dish",Fish and Other Seafood,645,Processed/Products,2026-09-15T06:22:31.317135+00:00,high,panganku-ifct-645,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP077,"Offal soto, dish",Meat and Poultry,646,Processed/Products,2026-09-15T06:22:31.317141+00:00,high,panganku-ifct-646,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP042,Olah-olah,Vegetables,647,Processed/Products,2026-09-15T06:22:31.317147+00:00,high,panganku-ifct-647,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR014,Olive oil,Fat and Oil,648,Raw,2026-09-15T06:22:31.317152+00:00,high,panganku-ifct-648,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP051,Oncom,Grains and Legumes,649,Processed/Products,2026-09-15T06:22:31.317156+00:00,high,panganku-ifct-649,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP039,"Oncom, chips",Grains and Legumes,650,Processed/Products,2026-09-15T06:22:31.317159+00:00,high,panganku-ifct-650,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP053,"Oncom, mungbean + cassava",Grains and Legumes,651,Processed/Products,2026-09-15T06:22:31.317163+00:00,high,panganku-ifct-651,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP052,"Oncom, mungbean, dregs",Grains and Legumes,652,Processed/Products,2026-09-15T06:22:31.317166+00:00,high,panganku-ifct-652,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP054,"Oncom, peanut, pepes",Grains and Legumes,653,Processed/Products,2026-09-15T06:22:31.317169+00:00,high,panganku-ifct-653,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP094,Onde-onde,Cereals,654,Processed/Products,2026-09-15T06:22:31.317173+00:00,high,panganku-ifct-654,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR007,"Onion, fresh",Vegetables,655,Raw,2026-09-15T06:22:31.317176+00:00,high,panganku-ifct-655,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP058,"Oramu ninahu ndawa olaho, dish",Meat and Poultry,656,Processed/Products,2026-09-15T06:22:31.317180+00:00,high,panganku-ifct-656,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP068,"Oxtail soup, dish",Meat and Poultry,657,Processed/Products,2026-09-15T06:22:31.317183+00:00,high,panganku-ifct-657,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP053,Oyek,Starchy Roots & Tubers,658,Processed/Products,2026-09-15T06:22:31.317187+00:00,high,panganku-ifct-658,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP067,"Oyster gulai, dish",Fish and Other Seafood,659,Processed/Products,2026-09-15T06:22:31.317190+00:00,high,panganku-ifct-659,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR090,"Oyster mushroom, fresh",Vegetables,660,Raw,2026-09-15T06:22:31.317193+00:00,high,panganku-ifct-660,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP095,Padamaran,Cereals,661,Processed/Products,2026-09-15T06:22:31.317196+00:00,high,panganku-ifct-661,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP043,Paku hinela wulelenggapaya,Vegetables,662,Processed/Products,2026-09-15T06:22:31.317199+00:00,high,panganku-ifct-662,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER069,"Palembang pineapple, fresh",Fruits,663,Raw,2026-09-15T06:22:31.317202+00:00,high,panganku-ifct-663,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR058,"Paling fish, fresh",Fish and Other Seafood,664,Raw,2026-09-15T06:22:31.317206+00:00,high,panganku-ifct-664,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR012,Palm oil,Fat and Oil,665,Raw,2026-09-15T06:22:31.317209+00:00,high,panganku-ifct-665,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP005,Palm sugar,Convectionery,666,Processed/Products,2026-09-15T06:22:31.317212+00:00,high,panganku-ifct-666,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR060,"Pangasius fish, fresh",Fish and Other Seafood,667,Raw,2026-09-15T06:22:31.317216+00:00,high,panganku-ifct-667,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP024,"Pangasius, grilled",Fish and Other Seafood,668,Processed/Products,2026-09-15T06:22:31.317219+00:00,high,panganku-ifct-668,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR094,Panicled Spot Flower,Vegetables,669,Raw,2026-09-15T06:22:31.317223+00:00,high,panganku-ifct-669,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP059,"Paniki cooked with coconut milk, dish",Meat and Poultry,670,Processed/Products,2026-09-15T06:22:31.317226+00:00,high,panganku-ifct-670,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP048,Papaya flower soup,Vegetables,671,Processed/Products,2026-09-15T06:22:31.317229+00:00,high,panganku-ifct-671,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR014,"Papaya flower, fresh",Vegetables,672,Raw,2026-09-15T06:22:31.317232+00:00,high,panganku-ifct-672,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR065,"Papaya leaves, fresh",Vegetables,673,Raw,2026-09-15T06:22:31.317236+00:00,high,panganku-ifct-673,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER020,"Papaya, fresh",Fruits,674,Raw,2026-09-15T06:22:31.317240+00:00,high,panganku-ifct-674,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER073,"Papaya, fresh",Fruits,675,Raw,2026-09-15T06:22:31.317243+00:00,high,panganku-ifct-675,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR133,"Papaya, unripe, fresh",Vegetables,676,Raw,2026-09-15T06:22:31.317247+00:00,high,panganku-ifct-676,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP054,Papeda,Starchy Roots & Tubers,677,Processed/Products,2026-09-15T06:22:31.317250+00:00,high,panganku-ifct-677,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP076,"Parede baleh, dish",Fish and Other Seafood,678,Processed/Products,2026-09-15T06:22:31.317253+00:00,high,panganku-ifct-678,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER008,"Parinari, fresh",Fruits,679,Raw,2026-09-15T06:22:31.317257+00:00,high,panganku-ifct-679,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR031,"Parrot fish, fresh",Fish and Other Seafood,680,Raw,2026-09-15T06:22:31.317261+00:00,high,panganku-ifct-680,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR135,"Parsley, fresh",Vegetables,681,Raw,2026-09-15T06:22:31.317265+00:00,high,panganku-ifct-681,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
